index,status,exit_code,elapsed_seconds,label,domain,method,adaptive,fixed_weather,seed,budget,command
1,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=1000 | seed=0,fertilization,PPO,True,True,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
2,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=1000 | seed=0,fertilization,PPO,False,True,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
3,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=1000 | seed=0,fertilization,PPO,True,False,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0
4,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=1000 | seed=0,fertilization,PPO,False,False,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
5,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=1000 | seed=1,fertilization,PPO,True,True,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
6,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=1000 | seed=1,fertilization,PPO,False,True,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
7,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=1000 | seed=1,fertilization,PPO,True,False,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1
8,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=1000 | seed=1,fertilization,PPO,False,False,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
9,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=1000 | seed=2,fertilization,PPO,True,True,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
10,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=1000 | seed=2,fertilization,PPO,False,True,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
11,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=1000 | seed=2,fertilization,PPO,True,False,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2
12,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=1000 | seed=2,fertilization,PPO,False,False,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
13,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=3000 | seed=0,fertilization,PPO,True,True,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
14,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=3000 | seed=0,fertilization,PPO,False,True,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
15,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=3000 | seed=0,fertilization,PPO,True,False,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0
16,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=3000 | seed=0,fertilization,PPO,False,False,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
17,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=3000 | seed=1,fertilization,PPO,True,True,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
18,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=3000 | seed=1,fertilization,PPO,False,True,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
19,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=3000 | seed=1,fertilization,PPO,True,False,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1
20,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=3000 | seed=1,fertilization,PPO,False,False,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
21,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=3000 | seed=2,fertilization,PPO,True,True,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
22,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=3000 | seed=2,fertilization,PPO,False,True,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
23,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=3000 | seed=2,fertilization,PPO,True,False,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2
24,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=3000 | seed=2,fertilization,PPO,False,False,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
25,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=5000 | seed=0,fertilization,PPO,True,True,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
26,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=5000 | seed=0,fertilization,PPO,False,True,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
27,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=5000 | seed=0,fertilization,PPO,True,False,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0
28,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=5000 | seed=0,fertilization,PPO,False,False,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
29,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=5000 | seed=1,fertilization,PPO,True,True,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
30,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=5000 | seed=1,fertilization,PPO,False,True,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
31,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=5000 | seed=1,fertilization,PPO,True,False,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1
32,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=5000 | seed=1,fertilization,PPO,False,False,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
33,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | fixed_weather | years=5000 | seed=2,fertilization,PPO,True,True,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
34,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | fixed_weather | years=5000 | seed=2,fertilization,PPO,False,True,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
35,DRY_RUN,0,0.0,Fertilization | PPO | adaptive | random_weather | years=5000 | seed=2,fertilization,PPO,True,False,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2
36,DRY_RUN,0,0.0,Fertilization | PPO | nonadaptive | random_weather | years=5000 | seed=2,fertilization,PPO,False,False,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method PPO --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
37,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=0,fertilization,A2C,True,True,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
38,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=0,fertilization,A2C,False,True,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
39,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=0,fertilization,A2C,True,False,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0
40,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=0,fertilization,A2C,False,False,0,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
41,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=1,fertilization,A2C,True,True,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
42,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=1,fertilization,A2C,False,True,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
43,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=1,fertilization,A2C,True,False,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1
44,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=1,fertilization,A2C,False,False,1,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
45,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=2,fertilization,A2C,True,True,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
46,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=2,fertilization,A2C,False,True,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
47,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=2,fertilization,A2C,True,False,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2
48,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=2,fertilization,A2C,False,False,2,total_years=1000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 1000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
49,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=0,fertilization,A2C,True,True,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
50,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=0,fertilization,A2C,False,True,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
51,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=0,fertilization,A2C,True,False,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0
52,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=0,fertilization,A2C,False,False,0,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
53,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=1,fertilization,A2C,True,True,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
54,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=1,fertilization,A2C,False,True,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
55,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=1,fertilization,A2C,True,False,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1
56,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=1,fertilization,A2C,False,False,1,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
57,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=2,fertilization,A2C,True,True,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
58,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=2,fertilization,A2C,False,True,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
59,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=2,fertilization,A2C,True,False,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2
60,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=2,fertilization,A2C,False,False,2,total_years=3000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 3000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
61,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=0,fertilization,A2C,True,True,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather
62,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=0,fertilization,A2C,False,True,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --fixed-weather --nonadaptive
63,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=0,fertilization,A2C,True,False,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0
64,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=0,fertilization,A2C,False,False,0,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --nonadaptive
65,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=1,fertilization,A2C,True,True,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather
66,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=1,fertilization,A2C,False,True,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --fixed-weather --nonadaptive
67,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=1,fertilization,A2C,True,False,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1
68,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=1,fertilization,A2C,False,False,1,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 1 --nonadaptive
69,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=2,fertilization,A2C,True,True,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather
70,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=2,fertilization,A2C,False,True,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --fixed-weather --nonadaptive
71,DRY_RUN,0,0.0,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=2,fertilization,A2C,True,False,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2
72,DRY_RUN,0,0.0,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=2,fertilization,A2C,False,False,2,total_years=5000,'C:\ProgramData\anaconda3\python.exe' experiments/fertilization/train.py --method A2C --total-years 5000 --n-process 8 --eval-freq 20000 --seed 2 --nonadaptive
73,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | fixed_weather | seed=0,crop_planning,PPO,True,True,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive False --seed 0
74,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | fixed_weather | seed=0,crop_planning,PPO,False,True,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive True --seed 0
75,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | random_weather | seed=0,crop_planning,PPO,True,False,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive False --seed 0
76,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | random_weather | seed=0,crop_planning,PPO,False,False,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive True --seed 0
77,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | fixed_weather | seed=1,crop_planning,PPO,True,True,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive False --seed 1
78,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | fixed_weather | seed=1,crop_planning,PPO,False,True,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive True --seed 1
79,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | random_weather | seed=1,crop_planning,PPO,True,False,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive False --seed 1
80,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | random_weather | seed=1,crop_planning,PPO,False,False,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive True --seed 1
81,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | fixed_weather | seed=2,crop_planning,PPO,True,True,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive False --seed 2
82,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | fixed_weather | seed=2,crop_planning,PPO,False,True,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather True --non_adaptive True --seed 2
83,DRY_RUN,0,0.0,Crop planning | PPO | adaptive | random_weather | seed=2,crop_planning,PPO,True,False,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive False --seed 2
84,DRY_RUN,0,0.0,Crop planning | PPO | nonadaptive | random_weather | seed=2,crop_planning,PPO,False,False,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method PPO --fixed_weather False --non_adaptive True --seed 2
85,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | fixed_weather | seed=0,crop_planning,A2C,True,True,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 0
86,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | fixed_weather | seed=0,crop_planning,A2C,False,True,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 0
87,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | random_weather | seed=0,crop_planning,A2C,True,False,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 0
88,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | random_weather | seed=0,crop_planning,A2C,False,False,0,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 0
89,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | fixed_weather | seed=1,crop_planning,A2C,True,True,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 1
90,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | fixed_weather | seed=1,crop_planning,A2C,False,True,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 1
91,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | random_weather | seed=1,crop_planning,A2C,True,False,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 1
92,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | random_weather | seed=1,crop_planning,A2C,False,False,1,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 1
93,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | fixed_weather | seed=2,crop_planning,A2C,True,True,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 2
94,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | fixed_weather | seed=2,crop_planning,A2C,False,True,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 2
95,DRY_RUN,0,0.0,Crop planning | A2C | adaptive | random_weather | seed=2,crop_planning,A2C,True,False,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 2
96,DRY_RUN,0,0.0,Crop planning | A2C | nonadaptive | random_weather | seed=2,crop_planning,A2C,False,False,2,total_timesteps=500(default),'C:\ProgramData\anaconda3\python.exe' experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 2
